Datetime,open,high,low,close,adjClose,volume,exp12,exp26,macd,signal,histogram,BR3,BR5,B2S,CC,CH,CL,CH5,CL5,TT,W25,S5,S10,Pos
2020-08-03 00:00:00+01:00,124.76899719238281,124.81500244140625,124.62000274658203,124.7020034790039,124.7020034790039,0.0,124.7020034790039,124.7020034790039,0.0,0.0,0.0,,,,-0.8844338548443508,0.6073495210922941,-1.0825526787230477,,,,,,,
2020-08-03 01:00:00+01:00,124.70700073242188,125.05999755859375,124.45600128173828,124.7300033569336,124.7300033569336,0.0,124.70631115253155,124.70407754403574,0.00223360849581411,0.000446721699162822,0.001786886796651288,,,,0.30367476054614706,4.3564989777454395,-3.3136304965862995,,,,7.670129474331739,,,
2020-08-03 02:00:00+01:00,124.77200317382812,124.82599639892578,124.5199966430664,124.66899871826172,124.66899871826172,0.0,124.7005707780285,124.70147911249693,-0.0009083344684199801,0.0001757104656462616,-0.0010840449340662416,,,,-1.3598384551023324,0.7128047364461303,-1.9670872548810125,,,,,,,
2020-08-03 03:00:00+01:00,124.66999816894531,124.66999816894531,124.44300079345703,124.59100341796875,124.59100341796875,0.0,124.68371426109624,124.69329572771706,-0.009581466620815604,-0.0017757249516461117,-0.007805741669169492,,,,-1.04286848115914,0.0,-1.9538927627975813,,,,,,,
2020-08-03 04:00:00+01:00,124.58599853515625,124.6780014038086,124.5199966430664,124.58699798583984,124.58699798583984,0.0,124.66883483413372,124.68542182091134,-0.016586986777625157,-0.004737977316841921,-0.011849009460783235,,,,0.013194492083431266,1.201403828787543,-0.8713400840745334,,,,,,,
2020-08-03 05:00:00+01:00,124.58599853515625,124.69100189208984,124.52999877929688,124.61499786376953,124.61499786376953,0.0,124.66055222330846,124.68020523149343,-0.019653008184974396,-0.007720983490468417,-0.01193202469450598,,,,0.3828417130467347,1.0033857262224601,-0.7392944419266069,,,,,,,
2020-08-03 06:00:00+01:00,124.5999984741211,124.64700317382812,124.51000213623047,124.62000274658203,124.62000274658203,0.0,124.65431384227362,124.67574578816667,-0.02143194589304187,-0.010463175970983108,-0.010968769922058762,,,,0.26409128429585327,0.35645272887987217,-1.1881086153904978,7.274093269201572,-8.845245040266034,,,,,
2020-08-03 07:00:00+01:00,124.63300323486328,124.63300323486328,124.44000244140625,124.51599884033203,124.51599884033203,0.0,124.63303461120569,124.66391268091965,-0.030878069713963896,-0.014546154719579266,-0.01633191499438463,,,,-1.544662065583984,0.0,-1.0032850049088462,3.2740470203360053,-6.719723159070231,,,,,
2020-08-03 08:00:00+01:00,124.5199966430664,124.62300109863281,124.45099639892578,124.5530014038086,124.5530014038086,0.0,124.62072181006766,124.65569703076328,-0.034975220695613984,-0.01863196791478621,-0.016343252780827773,,,,0.43572040269407375,0.9241180524082585,-0.9109235603248272,2.561242283889875,-5.755920909098066,,,,,
2020-08-03 09:00:00+01:00,124.55000305175781,124.59200286865234,124.31999969482422,124.38200378417969,124.38200378417969,0.0,124.58399595993104,124.63542345694228,-0.051427497011232504,-0.025191073734075472,-0.026236423277157032,,,,-2.2178833257798205,0.5544708314449551,-0.8185621157408084,3.485360336298134,-4.7129517066253115,,,,,
2020-08-03 10:00:00+01:00,124.38099670410156,124.43099975585938,124.1500015258789,124.19499969482422,124.19499969482422,0.0,124.52415038068385,124.60279947456317,-0.07864909387932073,-0.035882677763124524,-0.04276641611619621,,,,-2.455484904595197,0.6601274894260192,-0.5940543076952489,2.8384273389555457,-4.660173738291586,,,,,
2020-08-03 11:00:00+01:00,124.18900299072266,124.45899963378906,123.95999908447266,124.40599822998047,124.40599822998047,0.0,124.50597312672949,124.58822160459408,-0.08224847786459577,-0.04515583778341878,-0.03709264008117699,,,,2.8647156018087943,0.6997109656763131,-3.0232509494371977,2.495169102159105,-4.514933604060229,,,-4.277432746558466,,
2020-08-03 12:00:00+01:00,124.40499877929688,124.53399658203125,124.3499984741211,124.52999877929688,124.52999877929688,0.0,124.50966938097062,124.5839088027202,-0.07423942174958142,-0.05097255457665131,-0.02326686717293011,,,,1.6502180022514341,0.05277796833372506,-0.7260999498431756,2.838427338955546,-6.350075938106929,,,-1.8350416127330857,,
2020-08-03 13:00:00+01:00,124.53399658203125,124.66000366210938,124.37999725341797,124.41899871826172,124.41899871826172,0.0,124.49572004824617,124.57169324090846,-0.07597319266228908,-0.05597268219377887,-0.02000051046851021,,,,-1.5181723601035075,1.6635132156484793,-0.5148873551946613,2.891205307289271,-6.072890883041258,,,-2.653603728473894,,
2020-08-03 14:00:00+01:00,124.41200256347656,124.7239990234375,124.27999877929688,124.7020034790039,124.7020034790039,0.0,124.52745596067044,124.58134585113774,-0.0538898904673033,-0.05555612384848376,0.0016662333811804583,,,,3.8285178517809606,0.29037954714910186,-1.742680168149067,3.630600470529492,-5.676854677911091,,,6.693334174903369,,
2020-08-03 15:00:00+01:00,124.69499969482422,124.81099700927734,124.45999908447266,124.53299713134766,124.53299713134766,0.0,124.52830844846693,124.57776446448662,-0.04945601601968974,-0.054336102282724966,0.004880086263035224,,,,-2.138716373279233,1.5313668521869388,-0.9637015286585523,3.366509186233638,-6.60097273031935,,,4.4621556357265035,,
2020-08-03 16:00:00+01:00,124.5260009765625,124.69499969482422,124.45999908447266,124.6729965209961,124.6729965209961,0.0,124.55056815193296,124.58481869089474,-0.034250538961771326,-0.05031898961853424,0.016068450656762913,,,,1.9405975494005359,0.2904802684627158,-0.8713400840745334,4.237748548994558,-6.970619951282654,,,6.310391740543021,,
2020-08-03 17:00:00+01:00,124.66400146484375,124.73500061035156,124.55000305175781,124.65299987792969,124.65299987792969,0.0,124.56632687900938,124.58986914919363,-0.023542270184250924,-0.044963645731677576,0.021421375547426652,,,,-0.1452401342313579,0.9373125444916898,-1.3597377337887182,3.828517851780961,-4.8187090859199895,,,6.0464011775607815,,
2020-08-03 18:00:00+01:00,124.65299987792969,124.71099853515625,124.60800170898438,124.62999725341797,124.62999725341797,0.0,124.5761223212261,124.5928416013584,-0.016719280132306835,-0.03931477261180343,0.022595492479496597,,,,-0.30367476054614706,0.7656834260934694,-0.29037954714910186,4.713052427938925,-5.452346869865533,,,5.742726417014635,,
2020-08-03 19:00:00+01:00,124.66200256347656,124.71199798583984,124.58999633789062,124.63300323486328,124.63300323486328,0.0,124.58487323101642,124.59581653717358,-0.010943306157159327,-0.03364047932087461,0.022697173163715285,,,,-0.3828417130467347,0.6600267681124052,-0.5677660448420003,3.815222638383916,-5.227839061819973,,,5.782410614578542,,
2020-08-03 20:00:00+01:00,124.63300323486328,124.7030029296875,124.58000183105469,124.62999725341797,124.62999725341797,0.0,124.59181538830896,124.59834844208056,-0.0065330537716050685,-0.028218994211020705,0.021685940439415637,,,,-0.03968419756390778,0.9241180524082585,-0.6600267681124052,4.184869859347219,-4.052924938512906,,,5.742726417014635,,
2020-08-03 21:00:00+01:00,124.63899993896484,124.69999694824219,124.58999633789062,124.61699676513672,124.61699676513672,0.0,124.59568944628246,124.59972979934399,-0.004040353061526503,-0.023383265981121868,0.019342912919595365,,-0.3873070246169544,,-0.2904802684627158,0.8052669023437632,-0.35645272887987217,3.5776210595685387,-3.7492501779667586,,,2.7855486493082067,5.571097298616413,
2020-08-03 22:00:00+01:00,124.61799621582031,124.72100067138672,124.5260009765625,124.61100006103516,124.61100006103516,0.0,124.5980449254752,124.60056463354334,-0.0025197080681493844,-0.019210554398527372,0.016690846330377988,,-0.36968079473450804,,-0.09236144458401886,1.3598384551023324,-1.1221361549733415,4.092407693449586,-3.2343628227720975,,2.4819746100756737,2.5347525784093987,5.491930346115826,
