Datetime,open,high,low,close,adjClose,volume,exp12,exp26,macd,signal,histogram,BR3,BR5,B2S,CC,CH,CL,CH5,CL5,TT,W25,S5,S10,Pos
2020-07-31 09:30:00+08:00,24747.2890625,24936.849609375,24747.2890625,24884.779296875,24884.779296875,0.0,24884.779296875,24884.779296875,0.0,0.0,0.0,,,,4.451737969287753,1.68596255786933,0.0,,,,,,,
2020-07-31 09:45:00+08:00,24884.220703125,24938.5703125,24884.220703125,24931.490234375,24931.490234375,0.0,24891.965594951922,24888.239366319445,3.7262286324767047,0.7452457264953409,2.9809829059813637,,,,1.530520098482878,0.22924284592184252,0.0,,,,,,,
2020-07-31 10:00:00+08:00,24931.349609375,24938.849609375,24817.060546875,24820.05078125,24820.05078125,0.0,24880.90177745932,24883.188360018004,-2.2865825586850406,0.13888006945926457,-2.425462628144305,,,,-3.6036975378913643,0.2428393181627242,-0.09681953023623197,,,,,,,
2020-07-31 10:15:00+08:00,24816.3203125,24834.23046875,24735.94921875,24740.51953125,24740.51953125,0.0,24859.304508811732,24872.62029862778,-13.315789816046163,-2.552053907641821,-10.763735908404342,,,,-2.4543213379935747,0.5799053509250471,-0.14798020950541005,,,,,,,
2020-07-31 10:30:00+08:00,24737.640625,24766.48046875,24709.55078125,24759.599609375,24759.599609375,0.0,24843.965293513775,24864.248395720166,-20.28310220639105,-6.098263567391667,-14.184838638999382,,,,0.7110006390894552,0.22279242653314515,-0.909509133806328,,,,,,,
2020-07-31 10:45:00+08:00,24761.279296875,24768.330078125,24650.91015625,24652.369140625,24652.369140625,0.0,24814.488962300118,24848.553636083485,-34.06467378336674,-11.691545610586683,-22.37312817278006,,,,-3.5263557446327676,0.22829425483526936,-0.04723983611134244,,,,,,,
2020-07-31 11:00:00+08:00,24648.130859375,24650.01953125,24534.7890625,24627.33984375,24627.33984375,0.0,24785.696790215487,24832.167429243967,-46.470639028480946,-18.647364294165538,-27.823274734315408,,,,-0.6731834744380727,0.06115250538108185,-2.996662481890325,1.5030741963780283,-1.2015487096593125,-2.384631512833334,,,,
2020-07-31 11:15:00+08:00,24627.69921875,24711.9296875,24620.05078125,24711.9296875,24711.9296875,0.0,24774.348005182335,24823.260929855525,-48.91292467318999,-24.70047636997043,-24.21244830321956,,,,2.727262613303553,0.0,-0.24764551300136145,1.3349838558372675,-4.198211191549637,,,,,
2020-07-31 11:30:00+08:00,24714.2890625,24755.900390625,24684.130859375,24750.08984375,24750.08984375,0.0,24770.61598034659,24817.840849403266,-47.22486905667756,-29.205354907311857,-18.019514149365705,,,,1.1591783077923787,0.1881372321703397,-0.9764796645183917,1.0921445376745433,-4.349037174314767,,,,,
2020-07-31 11:45:00+08:00,24748.7109375,24766.23046875,24728.900390625,24766.130859375,24766.130859375,0.0,24769.92596173558,24814.010479771543,-44.08451803596472,-32.18118753304243,-11.903330502922287,4.450473181172321,,,0.5640322600763898,0.0032252096943486807,-0.6414372927407582,0.700376418919836,-5.177536629327749,,,,,
2020-07-31 12:00:00+08:00,24764.169921875,24764.169921875,24764.169921875,24764.169921875,24764.169921875,0.0,24769.040417141645,24810.31858659402,-41.27816945237646,-34.00058391690924,-7.277585535467217,,,,0.0,0.0,0.0,0.4808092020810396,-4.90946478826218,,,,,
2020-07-31 13:00:00+08:00,24756.16015625,24773.4609375,24716.41015625,24753.4296875,24753.4296875,0.0,24766.638766427546,24806.10459406854,-39.465827640993666,-35.09363266172613,-4.372194979267533,,,,-0.08840868926861678,0.5601746563243257,-1.1986396969938216,0.2525149472457702,-4.862224952150837,,,-5.765346905974239,,
2020-07-31 13:15:00+08:00,24750.869140625,24765.380859375,24674.810546875,24674.810546875,24674.810546875,0.0,24752.511348034845,24796.379109091242,-43.867761056397285,-36.848458340660365,-7.01930271573692,,,,-2.462668939555418,0.46986878488256273,0.0,0.7515370981890142,-3.064202167254333,,,-4.702671931389235,,
2020-07-31 13:30:00+08:00,24676.5703125,24704.169921875,24668.26953125,24677.58984375,24677.58984375,0.0,24740.984962760253,24787.57990425115,-46.59494149089733,-38.79775497070776,-7.79718652018957,,,,0.033010969812745324,0.8606250731449254,-0.26876747452905675,1.2214058830715768,-2.816556654252971,,,-2.866831981841348,,
