Datetime,open,high,low,close,adjClose,volume,exp12,exp26,macd,signal,histogram,BR3,BR5,B2S,CC,CH,CL,CH5,CL5,TT,W25,S5,S10,Pos
2020-07-31 09:30:00-04:00,26409.330078125,26409.330078125,26132.5,26139.2109375,26139.2109375,0.0,26139.2109375,26139.2109375,0.0,0.0,0.0,,,,-3.892337826963294,0.0,-0.09670264693274726,,,,,,,
2020-07-31 10:30:00-04:00,26137.490234375,26249.400390625,26116.189453125,26231.73046875,26231.73046875,53908386.0,26153.44471153846,26146.06423611111,7.3804754273514845,1.476095085470297,5.904380341881188,,,,1.3579742191944086,0.25461840710144484,-0.30693802894311456,,,,,,,
2020-07-31 11:30:00-04:00,26232.2109375,26245.5,26073.2890625,26122.58984375,26122.58984375,41132299.0,26148.697808801775,26144.32539223251,4.372416569265624,2.0553593822293625,2.3170571870362617,,,,-1.5796079050487115,0.19149150457811767,-0.7104098410583254,,,,,,,
2020-07-31 12:30:00-04:00,26122.5703125,26122.5703125,26013.58984375,26104.029296875,26104.029296875,39113484.0,26141.82573004381,26141.3404962801,0.4852337637094024,1.7413342585253706,-1.2561004948159682,,,,-0.2671706133098282,0.0,-1.3032060728233008,,,,,,,
2020-07-31 13:30:00-04:00,26103.779296875,26143.16015625,26075.80078125,26122.7109375,26122.7109375,38756718.0,26138.884992729378,26139.960528963056,-1.0755362336785765,1.1779601600845813,-2.253496393763158,,,,0.2727994053315248,0.29466726233581597,-0.40316222855401757,,,,,,,
2020-07-31 14:30:00-04:00,26122.7890625,26299.41015625,26122.099609375,26278.619140625,26278.619140625,56525806.0,26160.38255394409,26150.23153723431,10.151016709780379,2.9725714700237407,7.178445239756638,,,,2.2454658572553083,0.2995924553548005,-0.009934817918294465,,,,,,,
2020-07-31 15:30:00-04:00,26279.359375,26440.01953125,26275.390625,26428.490234375,26428.490234375,65400465.0,26201.629889395,26170.843292578065,30.786596816935344,8.535376539406062,22.25122027752928,4.667197336670045,,,2.148932074083212,0.16613379652037458,-0.05718852694043726,1.040369629370179,-2.7336509892970526,,,,,
2020-08-03 09:30:00-04:00,26542.3203125,26667.19921875,26534.380859375,26606.58984375,26606.58984375,0.0,26263.931420834233,26203.120814887097,60.81060594713563,18.990422420951976,41.820183526183655,5.320503082668258,,,0.9261051513297384,0.8733633700864415,-0.114405197840983,0.9518850187891088,-2.483901487294375,,,,,
2020-08-03 10:30:00-04:00,26608.119140625,26675.7109375,26550.369140625,26667.650390625,26667.650390625,58535023.0,26326.042031571273,26237.530413089906,88.5116184813669,32.89466163303496,55.61695684833194,3.932865129519509,2.150376797368781,,0.8578279041065588,0.11615012336770894,-0.8321606124876225,1.6337568842974326,-1.8878968440770332,,,,,
2020-08-03 11:30:00-04:00,26667.390625,26707.259765625,26647.779296875,26651.30078125,26651.30078125,40441770.0,26376.081839214155,26268.180069990653,107.90176922350292,47.89608315112855,60.005686072374374,,,,-0.23184994337368214,0.5745026576944615,-0.050743560075594676,1.7499070076651415,-1.4168513837413548,,,,,
