Datetime,open,high,low,close,adjClose,volume,exp12,exp26,macd,signal,histogram,BR3,BR5,B2S,CC,CH,CL,CH5,CL5,TT,W25,S5,S10,Pos
2020-08-03 00:00:00+01:00,105.78399658203125,105.9219970703125,105.76499938964844,105.87000274658203,105.87000274658203,0.0,105.87000274658203,105.87000274658203,0.0,0.0,0.0,,,,1.6612506848615252,1.0042955218070873,-0.36693996321344785,,,,,,,
2020-08-03 01:00:00+01:00,105.85600280761719,106.43299865722656,105.77999877929688,106.12999725341797,106.12999725341797,0.0,105.91000190147986,105.88926159894025,0.02074030253960757,0.004148060507921514,0.016592242031686057,,,,5.292335300756848,5.852618730530956,-1.4680545837479388,,,,7.320673314278896,,,
2020-08-03 02:00:00+01:00,106.15799713134766,106.22100067138672,105.8499984741211,105.90899658203125,105.90899658203125,0.0,105.9098472369493,105.89072344953959,0.019123787409711213,0.007143205888279455,0.011980581521431758,,,,-4.8095660961434925,1.2169438619343986,-1.1395770022207197,,,,2.3565208641551183,,,
2020-08-03 03:00:00+01:00,105.9010009765625,105.93000030517578,105.77999877929688,105.8740005493164,105.8740005493164,0.0,105.90433236192885,105.88948471618973,0.014847645739124005,0.008684093858448365,0.00616355188067564,,,,-0.5215263171937317,0.5601360643270342,-1.8156896733947354,,,,,,,
2020-08-03 04:00:00+01:00,105.86699676513672,105.91400146484375,105.79000091552734,105.8239974975586,105.8239974975586,0.0,105.89197315202574,105.88463381110594,0.007339340919799042,0.008415143270718501,-0.0010758023509194591,-6.1616440730444495,,,-0.8305516597072258,0.9079185194209045,-0.6566604321602906,,,,,,,
2020-08-03 05:00:00+01:00,105.82499694824219,105.85600280761719,105.73999786376953,105.822998046875,105.822998046875,0.0,105.88136159738717,105.88006819894068,0.0012933984464922332,0.006990794305873248,-0.005697395859381015,,,,-0.03860974713330254,0.5988931769074105,-1.6031886987144977,,,,,,,
2020-08-03 06:00:00+01:00,105.81099700927734,105.88600158691406,105.75,105.8499984741211,105.8499984741211,0.0,105.87653650150008,105.87784081191701,-0.0013043104169270237,0.005331773361313194,-0.006636083778240218,,,,0.7533321654406206,0.6954175447406669,-1.1781867493540223,9.136510353120704,-6.683170390238182,,,,,
2020-08-03 07:00:00+01:00,105.85399627685547,105.99500274658203,105.77999877929688,105.97799682617188,105.97799682617188,0.0,105.89214578221882,105.88525977593589,0.006886006282925905,0.005642619945635736,0.0012433863372901689,,,,2.3951306112884208,0.32847758152721895,-1.4292974711675626,3.9793091673304146,-6.393302555844266,,,,,
2020-08-03 08:00:00+01:00,105.9729995727539,106.0,105.81999969482422,105.88999938964844,105.88999938964844,0.0,105.89181556797722,105.88561085843311,0.006204709544107345,0.005755037865330059,0.00044967167877728656,,,,-1.6031886987144977,0.5215263171937317,-1.3520779769009574,3.0908428869232347,-6.683023024791109,,,,,
2020-08-03 09:00:00+01:00,105.89299774169922,105.9219970703125,105.54000091552734,105.59300231933594,105.59300231933594,0.0,105.84584429895548,105.86393615183331,-0.01809185287783066,0.0009856597166979153,-0.019077512594528577,,,,-5.794556744383929,0.5601360643270342,-1.023747760820812,3.052233139789932,-6.219411328297332,,,,,
