Datetime,open,high,low,close,adjClose,volume,exp12,exp26,macd,signal,histogram,BR3,BR5,B2S,CC,CH,CL,CH5,CL5,TT,W25,S5,S10,Pos
2020-08-04 00:00:00+01:00,0.9176300168037415,0.9182000160217285,0.9172999858856201,0.9179999828338623,0.9179999828338623,0.0,0.9179999828338623,0.9179999828338623,0.0,0.0,0.0,,,,1.2690386951584203,0.6861436863141064,-1.1320553012876065,,,,,,,
2020-08-04 00:15:00+01:00,0.9179099798202515,0.9182000160217285,0.9174000024795532,0.9177299737930298,0.9177299737930298,0.0,0.9179584429814265,0.917979982164171,-2.1539182744501062e-05,-4.307836548900213e-06,-1.723134619560085e-05,,,,-0.6174475365520267,0.9948674545901197,-1.1318508484609335,,,,,,,
2020-08-04 00:30:00+01:00,0.917739987373352,0.9180999994277954,0.9172999858856201,0.9177299737930298,0.9177299737930298,0.0,0.9179232938755193,0.9179614630255679,-3.8169150048616984e-05,-1.1080099248843568e-05,-2.7089050799773416e-05,,,,-0.03434807488103989,1.2348950731040533,-1.4749226916179867,,,,2.70981776472204,,,
2020-08-04 00:45:00+01:00,0.9178000092506409,0.9179999828338623,0.9172999858856201,0.9175000190734863,0.9175000190734863,0.0,0.9178581746752066,0.9179272819920804,-6.910731687381766e-05,-2.2685542773838387e-05,-4.6421774099979275e-05,,,,-1.0290110766444867,0.6859392334874336,-0.6861436863141064,,,,,,,
2020-08-04 01:00:00+01:00,0.917680025100708,0.9186999797821045,0.9169999957084656,0.9186000227928162,0.9186000227928162,0.0,0.9179723051548389,0.9179771146439868,-4.8094891479388835e-06,-1.9110332048658485e-05,1.4300842900719602e-05,,,,3.15572937969554,0.34286739033038033,-2.33260229951062,,,,,,,
2020-08-04 01:15:00+01:00,0.9185000061988831,0.9189000129699707,0.9176999926567078,0.9181900024414062,0.9181900024414062,0.0,0.91800579704508,0.9179928841104623,1.2912934617692606e-05,-1.2705678715388268e-05,2.5618613333080874e-05,,,,-1.0633591515255267,1.3720829198015398,-1.6808066880775532,,,,3.0528896078790932,,,
2020-08-04 01:30:00+01:00,0.9182000160217285,0.918429970741272,0.9174000024795532,0.9183099865913391,0.9183099865913391,0.0,0.9180525954368122,0.9180163731831198,3.6222253692375084e-05,-2.9200922338355975e-06,3.914234592621068e-05,,,,0.37721546521142024,0.4115635400924601,-2.7441658396030797,4.630652071313527,-7.306326213981199,,,,,
2020-08-04 01:45:00+01:00,0.9183499813079834,0.9187999963760376,0.9175999760627747,0.9186300039291382,0.9186300039291382,0.0,0.9181414275125546,0.9180618273124546,7.960020010000513e-05,1.3583966232932547e-05,6.601623386707258e-05,,,,0.9605193797090799,0.5830994616709867,-2.5726299180245533,4.047348156815867,-8.918641205123345,,,,,
2020-08-04 02:00:00+01:00,0.9185799956321716,0.9187999963760376,0.9176999926567078,0.918470025062561,0.918470025062561,0.0,0.9181919809817863,0.9180920641828328,9.991679895349215e-05,3.0850532777044464e-05,6.906626617644768e-05,,,,-0.37721546521142024,0.7546353832495133,-2.641326067786633,3.3955525453828006,-10.016348431529913,,,,,
2020-08-04 02:15:00+01:00,0.9185000061988831,0.9186999797821045,0.9175999760627747,0.9183899760246277,0.9183899760246277,0.0,0.918222441757608,0.9181141317266696,0.00010831003093847436,4.634243240933044e-05,6.196759852914392e-05,,,,-0.3774199180380931,0.6859392334874336,-2.70981776472204,3.4642486951448803,-11.971530813002438,,,,,
2020-08-04 02:30:00+01:00,0.91839998960495,0.9186199903488159,0.9176999926567078,0.9185000061988831,0.9185000061988831,0.0,0.9182651439793427,0.9181427150209076,0.0001224289584350613,6.155973761447662e-05,6.086922082058468e-05,,,,0.3430718431570532,0.4115635400924601,-2.4010939964460265,3.8073205383019335,-12.34874627821386,,,,,
2020-08-04 02:45:00+01:00,0.9185000061988831,0.9186000227928162,0.9175999760627747,0.91839998960495,0.91839998960495,0.0,0.9182858894602053,0.9181617723975034,0.0001241170627018784,7.407120263195698e-05,5.004586006992141e-05,,,,-0.3430718431570532,0.3430718431570532,-2.7441658396030797,2.846801158592854,-13.069033586582332,,,3.08703322993346,,
2020-08-04 03:00:00+01:00,0.91839998960495,0.9186000227928162,0.9175999760627747,0.9179800152778625,0.9179800152778625,0.0,0.9182388318936909,0.9181483089071596,9.052298653133839e-05,7.736155941183327e-05,1.316142711950512e-05,,,,-1.4405746167369469,0.6861436863141064,-1.303591222866133,2.778309461657447,-13.06903358658233,,,-2.2295580748675,,
2020-08-04 03:15:00+01:00,0.917930006980896,0.9181200265884399,0.9169999957084656,0.9176999926567078,0.9176999926567078,0.0,0.9181559335495397,0.9181151002960151,4.0833253524663604e-05,7.005589823439933e-05,-2.9222644709735724e-05,-2.5726299180245533,,,-0.7889834581305533,0.6517956114330665,-2.4010939964460265,2.8813536863005664,-11.799994891423912,,,-3.19007745457658,,
2020-08-04 03:30:00+01:00,0.9178500175476074,0.9178699851036072,0.9168000221252441,0.9175000190734863,0.9175000190734863,0.0,0.9180550236301469,0.9180695387239759,-1.4515093828992853e-05,5.3141699821720896e-05,-6.765679365071376e-05,-3.4301050730905134,,,-1.2005469982230133,0.06849169693540692,-2.4010939964460265,2.7785139144841198,-11.559762820083307,-1.2690386951584203,,-3.8760166880640132,,
2020-08-04 03:45:00+01:00,0.9174000024795532,0.9176999926567078,0.9168000221252441,0.9174000024795532,0.9174000024795532,0.0,0.9179542511454402,0.9180199434466113,-6.569230117114966e-05,2.9374899623146784e-05,-9.506720079429645e-05,,,,0.0,1.0290110766444867,-2.0580221532889733,2.1610663779320936,-11.251039051807293,,3.0870332299334597,-4.219088531221066,,
2020-08-04 04:00:00+01:00,0.917460024356842,0.9176700115203857,0.916700005531311,0.9175400137901306,0.9175400137901306,0.0,0.9178905223215463,0.9179843931016868,-9.387078014044814e-05,4.725763670427801e-06,-9.859654381087594e-05,,,,0.2743756933949734,0.4459116149735,-2.606977992905593,2.7785139144841198,-10.90796720865024,,,-3.738828841366527,,
